stage_pos,mode_q,pol,pole_real_n,pole_real_s,pole_imag_n,pole_imag_s,residue_real_n,residue_real_s,residue_imag_n,residue_imag_s
0.0,33,x,-729.2702956481573,332.95191134003215,693791651876.5195,332.95157093199646,0.003970449041751521,0.0015458147098770638,-0.00010103236378658672,0.0015458126010104455
0.0,33,y,-0.9287294911188606,16.9204785533175,693794066396.7782,16.920478560020623,0.000444166358810592,0.00022324667040615352,0.00013376245683868743,0.00022324666616561705
0.0,34,x,-11818.881428006649,1066.4009292619176,714490331507.4866,1066.4009488850922,-0.2757793590832198,0.05085710692435926,0.4952633710263683,0.05085710458491154
0.0,34,y,-2625.6165941330664,21396.604963490834,714492624295.2521,12978.087195999016,3.617177805478567,1.526046023233924,2.573394309867577,5.008305120848943
0.5,20,x,-7219.241973052459,43.21677417819749,424699453591.6326,41.26926865315772,7.6456775110747275,0.060981355233356745,-10.910473737728953,0.06678077701367069
0.5,20,y,-6761.266640432717,37.657391804124195,424703421247.79016,37.65738957382502,5.104606605919359,0.04802891142546913,-9.924635144866079,0.04802893507314902
0.5,21,x,-3779.311499588485,4.643392830176147,445399876063.40497,4.643392694512926,-10.270164047688517,0.016573366456646955,14.697237265707228,0.016573365591154396
0.5,21,y,-5557.008747558591,31.21613462174489,445403657101.7777,30.5647852470508,-4.020176648118081,0.05895281184321323,13.577576467669784,0.06290760900882081
0.5,22,x,-4351.563888925238,40.16101735048166,466100044040.6238,41.921265482031394,-6.6334774536698164,0.05147465444596729,0.6660469939743089,0.05474525858244887
0.5,22,y,-2493.7835341114483,8.717180400544063,466103654971.5766,8.550301588958199,-6.20474174565041,0.016330519357140263,0.48830368230186266,0.015731707487014204
0.5,23,x,-2060.3681871235963,13.244278732487828,486799990902.7026,13.45892832210489,1.8441814877336284,0.013513187406860163,2.1325441893061274,0.013437658094198134
0.5,23,y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.5,24,x,-2225.0898252702177,42.32601829026368,507499743940.2889,42.145346240540796,-0.6675527113881705,0.011701529959899972,0.4910601212349875,0.011381232449771014
0.5,24,y,-2457.6543700585717,56.471548982465954,507503056699.4157,55.65397856345272,-0.7005864812698436,0.014148269554399386,0.45220562090182964,0.013858059880232455
0.5,25,x,-5424.497384529548,184.27968293586923,528199327032.99054,173.250029430052,0.5147544690137863,0.017776719577231946,0.3250516048262785,0.019613536484904708
0.5,25,y,-1691.835655131748,52.1073196773628,528202507842.4511,52.107311562547864,0.23838657680125694,0.006504573491315352,0.15165975736698298,0.006504573877014779
0.5,26,x,-39.6698602092742,80.7077682944874,548898605174.1656,80.38312196382039,0.005190356195348439,0.003247943917066175,0.0038617654609252065,0.003249260823516559
0.5,26,y,-2130.450421076902,69.70103467909696,548901818642.2146,69.7010328646359,-0.18039416505398068,0.01304537060695654,-0.49392414855367156,0.01304536938885409
0.5,27,x,-2048.8022672385923,34.20786171747629,569598056363.3528,34.207861792296505,1.0011866689035065,0.013967866625953469,0.47008873695367576,0.01396786705764039
0.5,27,y,-1792.9710170951275,34.07782669319772,569601004328.1539,33.732278194451546,1.038533482481354,0.015379515758588262,0.3433346284539504,0.014958314384185248
0.5,28,x,-2235.881504857263,36.24315795034444,590297234569.0195,36.243161856629875,0.24443801183236324,0.01104930304547777,0.8965239290092053,0.011049301518676662
0.5,28,y,-1741.8813547379,25.937699676005476,590300078705.5325,25.9377038325059,0.26498156529581995,0.008779526527495278,0.7412980161974966,0.008779526467664993
0.5,29,x,-2070.9340386603817,113.89663647748519,610996305930.3374,112.76329291573096,0.43892982293572885,0.020508992194874155,-0.2523454187781531,0.020017105457736946
0.5,29,y,-2319.7123803616414,98.07590527875907,610999052588.715,98.07590512926788,0.3953422279084413,0.013076442397169184,-0.14066109468152832,0.013076442428713194
0.5,30,x,-1962.8278249261816,64.28823403305744,631695280354.733,64.84582032299895,-0.15420351894308051,0.013444860869986966,0.5330972838140193,0.013430331418677466
0.5,30,y,-2263.1131544618975,80.51270253747347,631697936378.0474,80.51270471293167,-0.25288945975051697,0.01466423717985715,0.5061625882000855,0.01466424145435526
0.5,31,x,-2588.749873736379,224.87541364769834,652394169521.5786,224.87542168469406,0.013787179455654957,0.009528898128765421,-0.14804673751571396,0.009528897356106188
0.5,31,y,-4330.442580852774,464.0370773799871,652396742034.9733,455.988201860856,0.0050763792408456505,0.020179083982064326,-0.2504742944170724,0.020938941885835508
0.5,32,x,-8348.964658572846,640.2051157129928,673092975263.0878,640.2050962727989,0.5581860420702136,0.046010344054479776,0.24765813345227186,0.046010343258126855
0.5,32,y,-3169.48912760769,401.68351067325796,673095472173.1825,401.68351039407673,0.06306906409885146,0.017019621829940164,-0.16541185149063525,0.017019621953590428
0.5,33,x,-5012.795897209118,775.9743278305906,693791659364.1836,775.9743552942776,0.6652368978281293,0.09469109526560168,-0.7429475136512995,0.09469109076380613
0.5,33,y,-14604.099499061964,3880.0833200970615,693794189335.2976,3880.0835745316585,0.8620891829564699,0.21602212173514435,0.4439289766418202,0.2160221087182575
0.5,34,x,-8648.92448608056,1631.1526585753113,714490281149.5886,1631.152773134508,-9.167339961422346,0.5839005375841602,-12.283864585741199,0.5839004844449748
0.5,34,y,-22606.075420299592,4361318.960806134,714493208260.3474,11890100.712985614,-514.735498841159,13171.599027561782,754.116317171315,97713.8616902715
1.0,20,x,-9129.727521842544,80.33819029422054,424699456601.30634,74.84192913804698,7.0488287186659395,0.08802949706107334,-10.142485836778919,0.09105433107190525
1.0,20,y,-8893.241291869459,66.50201570670353,424703423647.08264,66.50178814667733,5.60680885270951,0.06208239789888894,-8.468377238834227,0.06208295147220522
1.0,21,x,-5754.441647833293,31.869026681942604,445399878514.9527,33.54551341230486,-4.2810411503781785,0.045860187591238374,7.155244489091987,0.0386124955426612
1.0,21,y,-11786.18184371147,162.4813092328216,445403659630.3162,178.61064526587842,-0.15565627341605112,0.16744413650941853,9.572719431287966,0.14298157642364637
1.0,22,x,-5880.761435716073,72.7248333920386,466100045311.0936,72.72482596759792,0.5020197801505748,0.028344982324083445,2.6302620206853677,0.0283449886849984
1.0,22,y,-6767.177266954825,102.49808911482147,466103657386.4603,102.49807275044618,0.9422002544094866,0.03997756599067947,2.84730264220018,0.03997757210350994
1.0,23,x,-8568.260773325897,188.7248301300058,486799993488.2733,181.9972621207427,2.357967240812368,0.06439092218151726,-1.2728688020554828,0.05076238119754811
1.0,23,y,-10673.19613826512,234.966319633242,486803447874.38074,235.71849355911309,1.6594433778356452,0.059024912565835946,-2.295368476026948,0.05055624290024681
1.0,24,x,-12916.597906423702,382.62455983307524,507499743942.5049,361.63818426390014,1.3015747236243815,0.04677501910089151,0.09003917128412683,0.04069419802644131
1.0,24,y,-12106.622731233098,333.2737459334734,507503062904.6797,333.2740329816034,0.8159172816767049,0.027071518826530982,-0.49145102210670444,0.027071524411743545
1.0,25,x,-3075.96232298744,35.30997511466152,528199328300.9955,33.78155968737785,-1.021644208897087,0.022958908745397383,-2.419947375022303,0.025831741001911105
1.0,25,y,-6438.896968079613,140.23984847890677,528202510979.6767,159.00799020143018,-1.3066889719894876,0.04801204351025121,-1.592195400181518,0.04567875075999703
1.0,26,x,-14642.575213690849,533.299198981913,548898761395.2341,510.0763256873722,-10.583094272867243,0.53917045664555,0.1361823558664913,0.5061541921524249
1.0,26,y,-5139.33468930284,95.2337397286661,548901821318.6725,102.53468665892358,-5.815415084752818,0.09496700419483628,-0.22157047519296913,0.11033555798561487
1.0,27,x,-5533.398077453896,123.43583094399271,569598057838.3715,123.43583792784452,6.522115163114635,0.12904691546668867,0.5109883757544427,0.12904692860497646
1.0,27,y,-8680.50017132713,216.5909121116836,569601006896.6442,200.76616984019267,6.614196107274277,0.17706836954123523,-1.1391237429285326,0.14469111341672608
1.0,28,x,-10459.30847748466,425.576628772668,590297230272.7577,397.04828492392727,-0.8334253483196392,0.13458635419622628,3.252834024625688,0.1742394515587216
1.0,28,y,-4144.362603108906,82.53796535513939,590300081170.5076,76.30013263390828,1.645908933644943,0.04721720765059967,2.4618268428081125,0.05210454676914662
1.0,29,x,-12888.713499498812,448.8900076464108,610996298830.1819,448.88995787346875,2.0457287366607977,0.08274783514140634,0.19023402772503833,0.08274782064411132
1.0,29,y,-7240.051321088376,151.83113001317037,610999055208.4269,151.8311276623979,1.2892695719975387,0.03142599433457348,-0.9147724367867013,0.03142599230900643
1.0,30,x,-11511.282681643288,518.5501553779354,631695291697.399,518.5500561525786,0.2174306177504751,0.06477654811752699,1.673199161734183,0.06477658729976832
1.0,30,y,-15917.751508478139,698.0536487975801,631697935040.8544,698.0536422892914,-1.8058467116349002,0.12308626413598248,1.304754774431018,0.12308624361298967
1.0,31,x,-6202.332996596636,333.8344901184131,652394165092.1495,333.83450486310863,0.2836437945847043,0.014212648087438991,-0.06493014747627303,0.014212649392429184
1.0,31,y,-11169.870341216674,563.8869564724769,652396746067.8566,563.8868633440242,0.13595835110900314,0.05392619740340983,-1.0524333129257168,0.05392621266892426
1.0,32,x,-24356.958141413892,8459.024848448289,673092936445.91,7833.984444433619,-1.4915672885914746,1.7729378472573512,2.3754850398266942,2.0940505769579683
1.0,32,y,-679.827009786162,109.24345319387649,673095495136.1047,109.24345330028402,0.05254593405057669,0.012161344233261043,-0.08953259416376286,0.012161344182930375
1.0,33,x,-613.0704275217435,5571.955174427199,693791807749.9495,5571.954983186995,-0.6326819715967251,0.3133423769449732,0.1762503709655562,0.313342345216513
1.0,33,y,-1458.1931353472341,1382.2237636248176,693794098057.2106,1382.2295570471197,0.8209730460970927,0.1439287901982825,-0.1210948851668347,0.1439277992565333
1.0,34,x,-17190.968916723537,33698.06903784524,714490250039.0798,68255.5360731639,-112.26395049983161,131.9866896346208,-49.12736566381853,192.28484315670278
1.0,34,y,-496.67588048749457,7573.908330721527,714492678535.2026,7297.518166700722,-5.005820677794113,1.1566784649964144,-4.463323086880752,4.365108921584179
1.25,20,x,-7155.517856175256,66.12887424415514,424699455467.8195,66.12887593690047,5.6746119994110344,0.052096418064593475,-4.5269205261709065,0.05209642060204825
1.25,20,y,-7198.576100184134,69.29992802525629,424703423209.14856,69.29990050115411,4.254269495970035,0.04821759101565603,-4.64303952313777,0.0482176932983126
1.25,21,x,-4754.488111616005,24.304891393434048,445399878180.34235,24.304887046771157,1.8200541181856316,0.010367719644726029,1.6498589832854889,0.010367724646138474
1.25,21,y,-4284.648512940351,10.933721040830523,445403659142.2407,10.933721520384845,2.486724336733699,0.008808324486700594,3.43933185695119,0.008808324623380135
1.25,22,x,-3258.358022349175,17.524640655995885,466100046915.48083,17.524640302111116,4.056466340776606,0.01984730229161098,2.3546453027854777,0.019847308013723027
1.25,22,y,-3104.726981021554,11.708886856419053,466103657352.2597,11.708886177905988,3.1117108420860786,0.013294073964340503,3.2544592209628695,0.013294080443975025
1.25,23,x,-3540.3892436948004,46.43276992986573,486799993428.75977,46.04620311363675,-0.20086202360307326,0.009144806473234327,0.861348225089333,0.009731057608307095
1.25,23,y,-10572.66686638401,249.83251639121778,486803449258.33325,265.57439024369637,-1.9405307627228114,0.06476139603403651,-0.7837490248447194,0.05532660325761062
1.25,24,x,-4976.642665254575,83.41823574327734,507499747096.09247,83.01734287983896,2.774725332450819,0.08038893517291955,-4.017958631009047,0.06778584611183124
1.25,24,y,-5275.386970924678,97.42553754122775,507503059275.0206,88.01009741024544,2.8129799315319404,0.07478539322241788,-3.9154686173417423,0.08191667073238551
1.25,25,x,-2976.4469404234997,35.709728529745846,528199329839.10266,35.18377227028453,-4.145049748116635,0.05298921952913247,-3.943251821672867,0.05907517303702828
1.25,25,y,-2127.9879700117335,20.554010463890243,528202511167.4696,20.554017830411926,-3.254196688557499,0.03469533281441209,-3.329115963546705,0.03469532296671785
1.25,26,x,-2226.917256635962,25.0914186412323,548898761696.83905,24.35697549400927,-10.544568993385726,0.09533856043976534,-0.5701438876860968,0.09054227741519864
1.25,26,y,-2148.5435283852275,23.320060881713562,548901822196.43134,22.6483998552285,-8.730163823866361,0.07571978293348156,-0.41954982439659383,0.07189538902794372
1.25,27,x,-2289.4425310660467,27.597344667918932,569598059956.1586,27.597344808757917,8.80257421482198,0.08254261965975439,-0.4783701584547104,0.08254262068863275
1.25,27,y,-4243.689164991596,72.52984756512696,569601008428.1244,72.52984831347057,8.14162177463727,0.1175185067308766,-0.8104113341908264,0.11751850871281562
1.25,28,x,-2338.507315152295,30.955126219043564,590297238742.2689,32.351484548568294,1.3129464037717533,0.040201743030499074,3.388242168131884,0.03829099704167876
1.25,28,y,-2240.9696618763833,30.2954138564572,590300082538.5099,31.160577474917257,1.3441664931597053,0.03233477707283607,2.6200656485550793,0.030266358795134785
1.25,29,x,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.25,29,y,-3573.03110932338,68.99815402936412,610999057514.2955,68.9981545185146,0.9323778543270194,0.019698024493262876,-0.8281974872479382,0.019698030240673233
1.25,30,x,-7296.942705497103,275.1995975696425,631695295537.5271,275.1995954428024,0.6742285322246365,0.04107803483836928,1.0103386098141829,0.04107803481781926
1.25,30,y,-3243.6199383348567,67.06453480681382,631697941608.6965,67.06453446619636,-0.21995340436896185,0.02023775437799041,1.1906697436259053,0.02023775452308535
1.25,31,x,-3021.752956712308,106.03440668515859,652394173912.9819,106.03440568810512,0.10384798691088998,0.009429866256643049,-0.3193687029927608,0.00942986655287279
1.25,31,y,-4532.763891415728,188.56199734568565,652396745161.5566,188.56196747346812,0.06836382449675546,0.01281769699387194,-0.35605588659122206,0.012817698805294398
1.25,32,x,-12753.704848978163,1920.8655388831462,673093031955.6259,1920.865846915269,1.803337341522858,0.477138130206962,1.5330913593312787,0.477138027930787
1.25,32,y,-125.3386723123091,5660.694203688659,673095407799.6615,5660.694681878714,1.272243522688615,1.5283983979847535,-3.049044643506995,1.5283986882739315
1.25,33,x,-3403.6835956821483,563.372939053848,693791718461.8795,563.3729379634092,0.027594841563994766,0.008324079710224558,0.05990034236193815,0.0083240797881526
1.25,33,y,-20522.524664745026,1207.859375005562,693794133653.8286,1207.8593425819524,0.09997184953051416,0.03697992342092588,-0.5697666159802806,0.036979924945311514
1.25,34,x,-640.3483870138957,186.3896274395886,714490339048.1031,191.98522513044057,-0.004903352777150592,0.00402065664893783,0.014533784342836042,0.0034060780117520684
1.25,34,y,-28833.656849203955,12329.937016734666,714492645638.0933,27883.30753387705,5.055806105598099,7.816133234273205,-3.397720059151256,4.515815070915388
1.5,20,x,-9806.079809548777,231.07821319312896,424699458239.1708,231.07868753892612,3.1305357731007977,0.061556281325550806,-0.332023231337414,0.06155650894539645
1.5,20,y,-7077.121484517587,164.94537716948585,424703425833.38605,163.5628763660486,2.016840166008834,0.05252731270242748,-1.687844939036761,0.047116486618345395
1.5,21,x,-4355.724492305686,8.349232494803095,445399880502.00726,8.349234054242755,5.83560278830736,0.009136825167301464,-0.3828688804388675,0.009136829743978234
1.5,21,y,-4366.895070801891,9.365662802191764,445403661423.90857,9.365663817811132,5.82017861930561,0.01061170976459446,1.712526934222904,0.010611712199861584
1.5,22,x,-3256.2154431620957,11.757852010809698,466100049022.2127,11.75785287852954,2.7174779254244186,0.008548646699926322,1.2924086840592954,0.008548647232225832
1.5,22,y,-3231.91171089245,15.668395526665165,466103659651.74695,15.668388259816886,0.7212613924386496,0.004277982855268619,0.8603571913862523,0.004277984349416347
1.5,23,x,-3182.105855503871,25.06714261217235,486799996048.33484,23.836435446433352,-6.179693808094094,0.05087024743149528,5.339334023639911,0.05379936346161725
1.5,23,y,-2555.691552657388,16.637651550176237,486803451155.8428,15.981074696440997,-6.630404351512539,0.04043452829631568,4.329184782157381,0.0412995064521995
1.5,24,x,-2050.3579308397375,12.725370492442153,507499749162.5242,12.57029925779523,7.219541486029583,0.04758247217796157,-7.219964998015974,0.05131343822242412
1.5,24,y,-2250.694766449695,16.567818574605166,507503061984.81995,16.311708457887004,7.174839134418513,0.05727450102969473,-7.401038465392897,0.0621784036375309
1.5,25,x,-1959.3633760172493,15.342119678070715,528199332299.01306,14.789354286987136,-5.015677941079085,0.05699164455703778,-8.3481639690361,0.060094173306345214
1.5,25,y,-2061.4075567283794,21.358918001100992,528202513548.21735,21.942665533869416,-4.306000949911251,0.07241366201904524,-7.270075414026146,0.06700928841891558
1.5,26,x,-1845.0879866245882,16.515964731709023,548898764263.6819,16.515964732240608,-13.943062377522779,0.09792881877607142,-3.372791500604794,0.09792881867162825
1.5,26,y,-1843.002879405148,18.25946433359088,548901824640.90533,18.259464297479525,-11.665768506859946,0.09136792416014043,-3.1861242039340953,0.09136792503721283
1.5,27,x,-2201.08505666831,24.218422886999132,569598062631.2157,24.2184227659159,11.729451475035276,0.10087759780445026,1.6708097825923685,0.10087759875912411
1.5,27,y,-2099.270040116927,23.456358754950003,569601010618.0312,23.456359017257995,9.430208168851827,0.08261212140301055,1.7636747298857538,0.0826121225937103
1.5,28,x,-2100.52020936776,27.936797857255563,590297241329.0883,27.936797343670897,0.9112107036439261,0.043847648190565316,4.179670280881613,0.04384765007937744
1.5,28,y,-4015.9067033534902,68.95196681625374,590300085196.6459,68.95196672298742,1.686404169380554,0.059652280022436686,3.8164361590051534,0.059652280882646305
1.5,29,x,-2559.017058014783,40.05961758551887,610996313136.5018,40.059617621370705,1.73306665738877,0.024594606324874844,-0.9991805622468024,0.024594606179616455
1.5,29,y,-2199.410024276448,30.820392004075003,610999059829.8939,30.820392111222883,1.2742841893759087,0.016419899435359972,-0.8174547381301511,0.016419899618724736
1.5,30,x,-4091.3185155030073,93.05975910554211,631695288850.8566,96.56486090623673,-0.2471039623551753,0.032344413931617494,1.56174920453945,0.03152922022406934
1.5,30,y,-3100.6941109358672,61.99517293845703,631697944384.6669,61.99517289749656,-0.18788471844264512,0.021094394374576053,1.3011751492187904,0.021094394448782854
1.5,31,x,-2960.695532029127,94.23814322377383,652394175789.1306,94.2381425965799,0.13062085379670527,0.007553844564137251,-0.2670878985987023,0.007553844857550899
1.5,31,y,-2918.3874719201226,99.86455894087153,652396747384.0676,99.86455209305798,0.07377608027744882,0.007546859262492066,-0.2667969832994027,0.007546859913478151
1.5,32,x,-9.989419383416257,13.543175187057823,673092937389.0007,13.543175241698796,0.002453188277931058,0.0023435932580071614,-0.0009218354080313116,0.002343593367306135
1.5,32,y,-10.659972130959185,20.97495185705856,673095426917.9982,20.974951998981712,-0.0012953663723771775,0.0020318989240671803,0.002925430210779051,0.002031898906105169
1.5,33,x,-794.4874046356477,242.00044274468584,693791678702.0381,242.0004424053998,0.006962510609827591,0.002604822971561301,0.008732875884050691,0.0026048229948585824
1.5,33,y,-22.20394989069143,24.477733877774845,693794104477.1932,24.477733117695475,-0.0006714740306744536,0.0006049112169741975,0.0003375603193717677,0.0006049112022343195
1.5,34,x,-32877.08944253337,1996.7590983486232,714490371303.0283,1996.759126427672,-0.4905517696541698,0.05197189398210026,-0.423387485771116,0.051971889454324995
1.5,34,y,-2875.0991438377246,239.37383393921533,714492743017.0088,239.37383489884402,0.05591005203205634,0.00350859480640283,0.0012077991940665587,0.0035085948336914512
1.75,20,x,-8473.097154460118,190.8109124297153,424699455100.9355,200.24094388935615,-0.9017361857518825,0.06582522377718926,-3.2133088576071764,0.059352924944221744
1.75,20,y,-7639.893432609427,218.69688780746623,424703422775.04047,225.2806452173753,0.648098083373396,0.0566740793870656,-2.1485795807296664,0.05104378122703497
1.75,21,x,-4777.309491551598,10.559164092624988,445399878664.57184,10.55916175880686,3.73412637865662,0.009908306287266518,4.519131977923049,0.009908307944041482
1.75,21,y,-4567.705101724102,9.745826850344237,445403659572.5126,10.462029301545806,1.8424962746498903,0.010501076131942634,4.990730395746083,0.009548347312440595
1.75,22,x,-3239.5015996813972,7.991845060140133,466100047404.44,7.991843808983313,6.260959526598711,0.017946768286012015,-7.480756527923679,0.017946778807259266
1.75,22,y,-3108.3158979842888,8.22506824913574,466103657842.15454,8.225069978852671,6.744895517910279,0.020698803264909058,-8.06352999213278,0.02069880264119892
1.75,23,x,-2515.094697398174,12.287596760954743,486799994312.38293,11.83179792154249,-25.39539801390446,0.099080801130655,-1.9510986316254486,0.09230814019662988
1.75,23,y,-2441.8619294103437,12.217948244720937,486803449417.9332,11.859722100658267,-23.868900975501944,0.09731332314173204,-4.876302643882213,0.09047882802000315
1.75,24,x,-2302.075966746277,14.889100576410456,507499747596.2434,14.400632194345311,18.26763967091151,0.09557039213210267,2.3362326562263145,0.09102075197362385
1.75,24,y,-2783.7318912052538,21.027975041397447,507503060169.35846,19.992976488437986,17.91031950526263,0.1135307672744849,3.062163075166892,0.10475610598978172
1.75,25,x,-1925.963263400152,13.90978733129838,528199330310.5311,14.189098521024642,6.589264977499628,0.07156950612786728,-10.167490769310776,0.06647376939464102
1.75,25,y,-2192.6482161363315,19.065933028613923,528202511688.3936,19.49169191817745,5.997402591580479,0.07684001956824248,-8.742252739297063,0.0706900837513691
1.75,26,x,-2492.0257987076016,27.693329809211825,548898762301.2088,27.147046554954425,-8.322026376595591,0.23381835374432663,-24.731358016563377,0.22884258447198275
1.75,26,y,-2338.522752730208,26.13748561944609,548901822401.4501,26.468925769479767,-4.385795715718967,0.1864927468519809,-19.651540424947605,0.17574963278136166
1.75,27,x,-2425.591954975407,29.475098605556383,569598060267.2229,28.377350457544875,8.362935935187682,0.13857132262438063,12.583192982416096,0.15018901608221263
1.75,27,y,-1935.0125551022454,22.013226842912324,569601008507.0566,22.061985113161867,6.757619423281303,0.10007083068753236,9.502616503284903,0.10723841286649845
1.75,28,x,-2547.5535099389363,33.62139777245265,590297239197.3477,35.253821725302764,-3.3715633050939218,0.048120821029192386,2.993823589453781,0.05010182672728815
1.75,28,y,-2586.9345451293307,33.71892558704184,590300082674.9563,33.718925466583926,-3.1304752699408414,0.04456248567223479,3.01974053523754,0.04456248383128248
1.75,29,x,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.75,29,y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.75,30,x,-2658.9790765120792,46.40396689391465,631695285523.9172,46.40397164858147,-1.034141001849194,0.01482646785490926,0.3031701137309129,0.014826469571453567
1.75,30,y,-2228.9417704889124,35.59254236462236,631697941686.779,35.59254234248249,-0.82994998432125,0.011436787351248609,0.4074324191324312,0.011436788775626122
1.75,31,x,-3100.9004720133057,106.30564379325746,652394173179.0071,106.30564782690793,0.1692079199457849,0.005320341192754068,-0.09345578611223965,0.0053203419198060795
1.75,31,y,-2672.732884155681,133.74253039898545,652396746473.8679,133.74253510186549,0.05003810679981163,0.006351280541876636,-0.15291214750377305,0.006351280370723046
1.75,32,x,-5092.500921139064,93168.45617602149,673092653695.3018,58024.90626615275,63.4606707811069,2.121138579416038,36.53861260793192,49.42978529579595
1.75,32,y,-794.2511579078076,105.31056485540985,673095493983.7722,105.31056494316098,-0.05003750038183096,0.005059207969288066,0.017301015986114693,0.0050592079701125385
1.75,33,x,-136.5348317968848,60904.495544781385,693791850728.1979,60904.488615914895,1.1285695575357613,1.5629657058636484,0.39308040416178514,1.5629660470221725
1.75,33,y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.75,34,x,-1871.981982344617,125.16171124788494,714490393089.3367,125.16173485163034,0.0088582797481005,0.0017664346119700331,0.03345319197112529,0.0017664353619204118
1.75,34,y,-2192.9344670148075,136.60309552176363,714492738987.6273,136.60308873011607,0.006752219787167144,0.00247182312063605,0.050851316526066295,0.002471823805900612
2.0,20,x,-9060.006361259282,122.90086755503643,424699457727.616,125.27013891149366,-0.7821527432556274,0.06554774167611696,-5.751404022046852,0.0649945774973237
2.0,20,y,-8068.227096370513,168.09393281677848,424703425602.2442,174.89613718185944,-0.9919247860781617,0.0626828116204164,-3.340789860080512,0.056772469599675496
2.0,21,x,-6348.062547630027,26.432752894249397,445399881165.89386,26.43276173365802,-4.813203875962672,0.016324926961696497,-1.3448627554769539,0.016324937961863878
2.0,21,y,-5322.637427475242,16.942711159938067,445403662067.8293,17.657591298240632,-6.517889279986385,0.017758407771168168,-2.9311486465612235,0.018870762872444165
2.0,22,x,-5760.825177061007,41.021716358333016,466100049557.2819,39.34895678211182,22.709343494700896,0.18839198881742772,-26.251163929693103,0.19708562363241197
2.0,22,y,-5687.842717800655,44.27621719350166,466103660024.50214,42.35406099215139,23.739153015823305,0.2615957395162537,-27.249668428399872,0.22865732472616226
2.0,23,x,-2974.813553301412,14.636782463754393,486799996922.8411,14.618339166270614,-51.75802525632374,0.2042400887128147,0.9808696373766215,0.20444035542912734
2.0,23,y,-5611.453120276266,67.1523113333673,486803452106.2378,73.18159712952242,-53.67558638557491,0.5703407002613444,-2.1285831679543183,0.6732295968346008
2.0,24,x,-2576.4638449129584,17.151002978460642,507499750171.02783,16.66349956417354,27.47263359874304,0.14559406059494195,0.7331309491706237,0.137935159248583
2.0,24,y,-2467.7784907232976,15.318852441907735,507503062778.14734,15.318852466579582,25.733346608148945,0.1257928664436125,2.960338498100387,0.1257928669591663
2.0,25,x,-2337.1486223125407,17.954795331203776,528199332709.2484,18.61563701535371,8.912910807879967,0.10846329850284424,-14.129354079606786,0.10008768822808733
2.0,25,y,-2259.5027636051996,17.954776848415392,528202514212.73315,18.595222668423652,7.578571283907842,0.09289957793909075,-11.681414900941276,0.08605264296930393
2.0,26,x,-2362.9166717598127,21.960052063719235,548898764723.659,22.09983801039924,-10.942999530694475,0.2501284564518855,-30.54960298318978,0.23394015166615517
2.0,26,y,-2365.35903690999,24.62125676166932,548901825254.2243,25.193431353560506,-9.837667706084114,0.22039832646595545,-23.07636240406965,0.20172853183518152
2.0,27,x,-1994.3778370217435,22.69554799380107,569598062910.492,22.695547924143593,7.52152907302316,0.12699350054787295,12.445169593697308,0.12699350045670968
2.0,27,y,-2066.7186593047322,25.027148086425253,569601010925.3856,24.21155857229067,5.967269495622593,0.1037437355092212,9.818347074166345,0.11134114961600661
2.0,28,x,-2637.091977558735,35.14379253172537,590297241808.5088,35.14379269339367,-3.0156302057279425,0.050176768172472276,3.7076307510861772,0.05017676883160957
2.0,28,y,-2426.1262240119845,35.87979020696509,590300085561.0168,35.8797902400743,-2.4543372783511015,0.05152742812964943,3.7255538156918293,0.05152742954512692
2.0,29,x,-2289.8028961267905,34.30751995982332,610996313323.0415,35.758903866914565,1.9798178850064185,0.023503307387161873,0.29354430081240007,0.025176175776357834
2.0,29,y,-2494.909280215514,39.35078383312086,610999059969.8569,39.35078897939664,1.91966800282656,0.023712037775986516,0.005677146013400973,0.023712043843391508
2.0,30,x,-2865.6047226054748,55.81005915456109,631695288546.826,55.81005808629188,-0.5969436196657846,0.011839484589905523,0.478003073035232,0.011839484377573121
2.0,30,y,-2636.988996439501,47.875957215821025,631697945129.2056,47.875957439266145,-0.32455738436670745,0.011215393010246318,0.7139491043486884,0.011215392942538078
2.0,31,x,-2981.1671526944215,126.58265003969234,652394177047.9515,126.58263557354763,0.019479491094286178,0.005191751998844262,-0.15181519082212577,0.005191753250610346
2.0,31,y,-2710.2292794395867,188.59945671377272,652396748733.8956,188.5994471462338,-0.00643715473245123,0.005024437035088561,-0.09114270514687468,0.005024437537064897
2.0,32,x,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,32,y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,33,x,-2123.7437257925612,67.43999634279028,693791723394.1866,67.44000361107865,-0.0679055540627321,0.004079136533594864,-0.15196993240635506,0.00407912724999332
2.0,33,y,-2769.1972666695497,91.06545105339883,693794140716.0938,91.06544643861109,-0.07705430170123076,0.004782523115657067,-0.16671939487790702,0.004782523236213658
2.0,34,x,-2875.37234618227,80.78259631932862,714490395741.4739,80.7825914319523,0.0913688549729861,0.0033756822915874366,0.12473918090598887,0.003375683491038778
